Goal;Target;Indicator;SeriesCode;SeriesDescription;GeoAreaCode;GeoAreaName;Nature;Reporting Type;Units;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1.5;1.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);686;Senegal;NA;G;NUMBER;30023.04226;1348.94491;4246.04597;300108.18761;421283.3642;1590837.23137;43470.75441;154901.16978;159327.45333;107509.3326;1215.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1.5;1.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);688;Serbia;NA;G;NUMBER;17526.39404;31984.15904;59256.81572;237.21589;8616.7748;;;122421.71591;7334.87021;;9444.48206;59897.39912;;;2041.79923;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1.5;1.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);690;Seychelles;NA;G;NUMBER;32;;49;15;24;;;;;30.22897;;;49.12208;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1.5;1.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);694;Sierra Leone;NA;G;NUMBER;;258.78448;;;934.12055;1994.52478;1762.58963;1863.50553;12559.7917;3436.08754;4844.24149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1.5;1.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);705;Slovenia;NA;G;NUMBER;28;24;18;25423;2869;3710;1152;2566;28;16;28;460;969;2112;786;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1.5;1.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);90;Solomon Islands;NA;G;NUMBER;;;21343;;607;1456;36;216;4800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1.5;1.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);706;Somalia;NA;G;NUMBER;;;;;;;;;;;;;;232;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1.5;1.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);710;South Africa;NA;G;NUMBER;;;;;;;;;;;87;39176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1.5;1.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);728;South Sudan;NA;G;NUMBER;;;;;;;;;;;;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1.5;1.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);144;Sri Lanka;NA;G;NUMBER;472092;752008;696073;1743155;726942;1193504;839592;1109128;573587;2703244;6481;7341;47125;1440541;81884;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1.5;1.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);275;State of Palestine;NA;G;NUMBER;6.35685;6.35685;;10;975.34167;408.78498;;223.10725;2016.35444;;1737;2303;2063;305;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1.5;1.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);729;Sudan;NA;G;NUMBER;6363334;7619799;6519960;5562000;5255998;4281998;3419998;2256958;1997000;230312;6442600;312068;432280;2077357;752151.01764;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1.5;1.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);752;Sweden;NA;G;NUMBER;;;;;;;;;;4;;;;2549.176;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1.5;1.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);756;Switzerland;NA;G;NUMBER;394344;23800;355525;260220;592512;270621;462722;357684;318328;256733;277885;218779;329858;558466;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1.5;1.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);760;Syrian Arab Republic;NA;G;NUMBER;4431.8;3959.7;1886.2;22819;1060.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1.5;1.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);762;Tajikistan;NA;G;NUMBER;;;;;;;;;;;;2033;1149;1193;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1.5;1.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);764;Thailand;NA;G;NUMBER;;;;;;;;;;;117474;47580;86102;142780;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1.5;1.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);626;Timor-Leste;NA;G;NUMBER;;187482.03766;29377.54069;1355.04525;2372.12779;28351.03549;5370.61063;5878.98379;14549.74864;6128.30846;10192.50529;1144.87053;579.4711;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1.5;1.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);768;Togo;NA;G;NUMBER;324.89103;2613.57785;84338;79423;5191;15801;4852;3455;5950;10322;871;11218;4411;2239;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1.5;1.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);776;Tonga;NA;G;NUMBER;;5;;;7;1376;345;;;4520;;1289;;84311;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1.5;1.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);780;Trinidad and Tobago;NA;G;NUMBER;16;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1.5;1.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);788;Tunisia;NA;G;NUMBER;61.4;204;1516.2;15505;32459.4;117.8;4002.1;4339.838;952.8;;;;;17879.284;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1.5;1.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);792;Turkey;NA;G;NUMBER;30906.20354;8920.6099;55162.30663;1457.31961;2885.42849;124470.71393;75059.31248;2787.42528;539.92547;848.21394;235372.91;115212.88;81101.97;107191.675;335224.5041;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1.5;1.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);800;Uganda;NA;G;NUMBER;16001.58846;7786.29825;86495.00326;18667.88049;7195.08686;50063.93331;65542.98785;62453.84809;40428.35236;35719.46077;44117.44869;40780.31824;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1.5;1.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);804;Ukraine;NA;G;NUMBER;7627.35;11981;99914.3;47742.3;37618.835;38048.227;5188.3;5695.929;24925.2;11588.42;5155.11152;44462.3457;32578;2545.25467;45369;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1.5;1.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);834;United Republic of Tanzania;NA;G;NUMBER;5092;58.40913;27001.50851;1086.556;77693.62503;1501.66163;21295.38032;205.74496;2723.94543;4263.67507;145513;341724;125588;205649;21083.62;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1.5;1.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);840;United States of America;NA;G;NUMBER;;;;;;;;;;;239936;510485;1927326;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1.5;1.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);858;Uruguay;NA;G;NUMBER;9229;1239;16283;213;12031;8062;399;3722;8792;11220;33114;43593;12388;751;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1.5;1.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);548;Vanuatu;NA;G;NUMBER;;;4;60;422;500;248;28;;152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1.5;1.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);862;Venezuela (Bolivarian Republic of);NA;G;NUMBER;46558.68889;28486.5473;146536.10753;14995.35853;8823.36062;38116.10474;43634.76082;46597.06644;12130.52493;16399.86375;1116.80305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1.5;1.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);704;Viet Nam;NA;G;NUMBER;114264.38347;789605.97862;234725.76029;183230.35986;228928.38704;616421.78967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1.5;1.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);887;Yemen;NA;G;NUMBER;1458655.17362;2017124.73618;1240174.7351;3025069.46637;853168.54252;2321.28223;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1.5;1.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);894;Zambia;NA;G;NUMBER;;4306.25877;;1645.16591;11537.84289;728.28655;;1954.11845;6255.66084;5349.70073;;3083.9504;245310.21689;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1.5;1.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);716;Zimbabwe;NA;G;NUMBER;;;;;;;;;;;;;;;702363;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);4;Afghanistan;NA;G;NUMBER;;;;;;;;;;;;;29933.2;283200.12;332536.23324;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);8;Albania;NA;G;NUMBER;29259.74973;1724.73852;2346.30497;1856.57818;10580.79152;90495.12157;5341.90169;6665.61371;16150.40793;3914.13062;1500.08626;146.19031;752.85467;4683;517.84045;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);24;Angola;NA;G;NUMBER;10485;16374;43274;98202;19891;18715;187508;19814;12111;30701;40634;75290;38797;33176;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);28;Antigua and Barbuda;NA;G;NUMBER;210;;;8352;7;2403.4;6;52;1276;40.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);32;Argentina;NA;G;NUMBER;460457.35988;246494.17983;303360.76711;25240.25219;211579.18241;46770.67853;1314.71125;447008.77678;600000;147949.46388;209399.71584;248552.89199;133679;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);51;Armenia;NA;G;NUMBER;;;;;;;;;;;9213;10827.0836;17685.504;18343;19446.852;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);36;Australia;NA;G;NUMBER;;;;;6076;15476.35781;13994;879;7625;288;6755;4110;11798;25021;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);40;Austria;NA;G;NUMBER;111;61;109;152;119;65;57;58;583;30;196;60;271;6630;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);50;Bangladesh;NA;G;NUMBER;;;;;;;;;;;3927721;4567343;12384370;36782;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);52;Barbados;NA;G;NUMBER;153;133;258;188.1512;303.456;259.2;180.31842;93;162;352.8;198;250.044;233;191;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);84;Belize;NA;G;NUMBER;;;8;551462.657;64;5244.981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);64;Bhutan;NA;G;NUMBER;3801;3404;1992;3232;1719;1686;1815;1972;2047;2472;734;;289;242;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);68;Bolivia (Plurinational State of);NA;G;NUMBER;111962.40442;63999.24367;192303.04809;97063.26597;179242.58458;1709261.40953;1036855.32944;121495.24002;66892.13214;43900.00323;4938.56818;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);72;Botswana;NA;G;NUMBER;;;;;;;;;;6;;;6483;6106;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);76;Brazil;NA;G;NUMBER;303955;246078;257752;741147;1154694;585837;444758;426891;946440;515308;631422;228197;438410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);100;Bulgaria;NA;G;NUMBER;6933;547;2559.72;557.85504;63;946.81048;;8640;173.04319;5135;1482;2195;6675;621;432;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);854;Burkina Faso;NA;G;NUMBER;4702;19165;134798;10500;188292;29218;10795;8452;4198;13329;23955;38073;34120;24808;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);108;Burundi;NA;G;NUMBER;;;;;;;;;;;50599;34090;60901;106233;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);132;Cabo Verde;NA;G;NUMBER;;;;;4;;;;;936;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);116;Cambodia;NA;G;NUMBER;15307.0695;50917.21414;85508.75074;69627.93993;231333.1991;104596.42052;444855.47905;86667.48132;47432.05854;47300.24093;75065.8;48441.2;64297.6;2323.53341;180456.76016;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);120;Cameroon;NA;G;NUMBER;7059;6628;7602.5;11001;9154;;5399;57918;;25082;4058;3388;1202.5;1459;78717;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);152;Chile;NA;G;NUMBER;20072;16636;18500;24393;;722477;5654;1109;;37372;45296;649;17008.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);156;China;NA;G;NUMBER;;;;;;;;;;;8682611;12240627;6661711;6493721;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);170;Colombia;NA;G;NUMBER;254168;228166;169110;580076;244686;2369508;2125975;460691;280552;248191;210807;571983;238047;194234;122188;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);174;Comoros;NA;G;NUMBER;2000;;;;70;;461;66576.90024;1068;6530.54072;2972.80055;287;573.4864;;52125.12593;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);184;Cook Islands;NA;G;NUMBER;1681;;;;;4443;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);188;Costa Rica;NA;G;NUMBER;27975.3;223;4785;1238867.6;2709.73;14343.648;6;10768;16;43448.8;1491.918;10185;27005;47.2;165762;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);384;Côte d'Ivoire;NA;G;NUMBER;1218;5.4812;30;;176;2053;9;;767;10187;6917;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);191;Croatia;NA;G;NUMBER;;;;;;;;;;;;;7530;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);196;Cyprus;NA;G;NUMBER;101;17;147;21;1185;306;466;9;2;1314;88;10;670.5;935;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);203;Czechia;NA;G;NUMBER;;;;;;;;;;;;500;81001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);262;Djibouti;NA;G;NUMBER;44;324.5;27;75;141;39;157;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);212;Dominica;NA;G;NUMBER;;;6969;;4;686;429;21;4231;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);218;Ecuador;NA;G;NUMBER;11332.36057;19752.38208;20781.30201;75550.56127;10142.12232;;476;18945;283;;;96012.77754;23031;3;45.36;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);818;Egypt;NA;G;NUMBER;25289;25824;31777;37185;36694;37284;28337;22588;23238;24904;20328;22572;20539;18572;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);222;El Salvador;NA;G;NUMBER;32227.0075;25756.06382;40903.68665;39497.29384;81881.54384;37359.08345;61951.02789;2468.83231;3393.79566;1942.70251;23179.98527;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);226;Equatorial Guinea;NA;G;NUMBER;;;;;;12;;69;8;12;;1499;430;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);233;Estonia;NA;G;NUMBER;1863;;;;;600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);748;Eswatini;NA;G;NUMBER;2217;2222;350082;287860;258639;192759;166231;101718;221103;258275;200897;642924;178366;710.00139;207922.00261;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);231;Ethiopia;NA;G;NUMBER;5180332;10011265;3161713;2359031;5004163;6351826;2843212;4763.88535;;;;378;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);242;Fiji;NA;G;NUMBER;;79.62851;14.40004;964.80254;15230.44002;7972.82095;412.80108;42976.85162;;;;140241.82659;;155724;77756;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);246;Finland;NA;G;NUMBER;610;453;325;450;338;324;231;400;245;275;207;267;273;305;68;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);250;France;NA;G;NUMBER;;;;;;;;;;;;4367;11611;8526;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);270;Gambia;NA;G;NUMBER;;;;710;16608;53822;;428000;3300;;2147.94684;29403.89044;56149;76651.83387;77477;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);268;Georgia;NA;G;NUMBER;;;;;;;;;;;;;103;198;90.77097;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);288;Ghana;NA;G;NUMBER;;;;;;;13.21553;6132.68471;8.81035;145.8;155.27947;221.06605;79691.4675;4506.46884;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);308;Grenada;NA;G;NUMBER;24472;;;;1;;77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);320;Guatemala;NA;G;NUMBER;316963.96669;8938.47728;22159.37973;19248;1532;27531;8481;18069;1551;8576;11444;49932;52178;9870;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);624;Guinea-Bissau;NA;G;NUMBER;;;;;;;;;;;;;3360;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);328;Guyana;NA;G;NUMBER;291945.25258;32834.34556;1053.73024;226.75747;224.14094;298.23061;669.92121;182.16973;8662.70405;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);340;Honduras;NA;G;NUMBER;39565;5431;43525;98248;66611;103716;88;988;850;461;488;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);360;Indonesia;NA;G;NUMBER;569620;2049409;1096568;392261;2862830;333235;368907;271498;452000;279584;128030;241665;249697;11094891;248086.88096;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);364;Iran (Islamic Republic of);NA;G;NUMBER;128258.95294;384530.68325;42927.73308;11696.40223;12410.20247;37178.91731;6374816.48456;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);368;Iraq;NA;G;NUMBER;;;22686;67443;72632;65509;66432;68013;68513;68925;73564;70017;72158;14447;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);372;Ireland;NA;G;NUMBER;;;;;;;;;;;;2099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);388;Jamaica;NA;G;NUMBER;29934.50236;279.19131;148109.95668;35642.70692;93;12266.82376;52;35525.81792;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);392;Japan;NA;G;NUMBER;;;;;;;;;;;69117;221014;57146;446061;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);400;Jordan;NA;G;NUMBER;971.76;328;287;79;101;197;75;11;773;989;1265;1711;1451;755;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);398;Kazakhstan;NA;G;NUMBER;447.57972;;;;;;1325.22197;;;3;3.49663;4185.46358;22519;15743;354;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);404;Kenya;NA;G;NUMBER;2875;5354.50156;116;43653.80332;159705.60295;44925.5742;6716.4808;13323.71672;1592.2948;1894.25788;16187.75528;2322.52484;26.19412;;803;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);412;Kosovo;NA;G;NUMBER;52.309;5303.4;2007.723;723.9;108.028;1078.979;539.8;28448.9;2808.992;3519.818;1019.3696;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);414;Kuwait;NA;G;NUMBER;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);417;Kyrgyzstan;NA;G;NUMBER;;;;;;;;;;;31700;7752.28;1930.6;2176;1170;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);418;Lao People's Democratic Republic;NA;G;NUMBER;731470.55542;32943.02039;238601.91285;279993.29741;962372.67521;427887.4252;1243360.17989;6228.91585;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);422;Lebanon;NA;G;NUMBER;6.65;35.994;98.311;491.195;135.553;;;102;71;36;;93;282;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);450;Madagascar;NA;G;NUMBER;225675.65525;731565.03741;861768.34949;974580.46343;526578.49128;1007705.98523;423467.36664;449810.53713;624142.44926;865239.50704;140531.00756;66576.95322;599146.72743;193170.0217;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);454;Malawi;NA;G;NUMBER;4412347.28053;6467802;324694;1371210.50025;350405;233094.99988;4391734;4387019.9992;1673257;918813;2254906;333515;103740;147522;6765529;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;11.5;11.5.1;VC_DSR_AFFCT;Number of people affected by disaster (number);458;Malaysia;NA;G;NUMBER;10158;31540;44235;6443;14241;9882;15797;66328;147743;557713;28356.584;84949.048;180255.506;51493;10529;;;;;;;;;;;;;;;;;;;;;;;;;;;
